Country,Created_Date,Estimated_Yearly_Earning,Subscribe_Rank,Subscribers,Type,Uploads,Username,Views,Views_Rank
IT,"Jun 12th, 2009","
$19K - $303.2K ",3922,"2,188,929",Comedy,194,Matt & Bise,"320,890,149","8,183rd"
BR,"Jul 5th, 2016","
$5.8K - $93.4K ",3921,"2,194,281",Entertainment,6,Yurley,"16,101,929","171,021st"
,"Jun 10th, 2018","
$25.7K - $411.9K ",3920,"2,200,920",,55,Gaborever,"91,768,667","31,502nd"
IN,"Dec 30th, 2015","
$139.6K - $2.2M ",3919,"2,195,505",Music,"6,899",BIHARIWOOD - बिहारीवुड,"859,134,032","2,543rd"
IN,"Apr 24th, 2016","
$0 - $0 ",3918,"2,188,885",,8,I Can Spirit,"355,188","3,394,235th"
US,"May 30th, 2015","
$18.5K - $296.3K ",3916,"2,191,163",Music,653,Bass Nation,"156,355,350","17,816th"
IN,"Aug 17th, 2014","
$13.5K - $215.4K ",3915,"2,192,755",Tech,623,Hindi Tutorials,"92,723,858","30,738th"
AR,"May 16th, 2017","
$144.2K - $2.3M ",3914,"2,194,597",,22,Duki,"423,672,060","5,929th"
NZ,"Sep 18th, 2016","
$87.7K - $1.4M ",3913,"2,198,027",Games,90,McCreamy,"207,127,057","13,200th"
US,"Feb 25th, 2015","
$100.8K - $1.6M ",3912,"2,192,356",Games,"2,528",RedHatter,"1,395,855,070","1,394th"
RU,"Dec 17th, 2009","
$125.6K - $2M ",3911,"2,193,822",News,"47,514",RT en Español,"1,346,238,224","1,453rd"
US,"Mar 19th, 2014","
$7.9K - $127.1K ",3909,"2,193,106",People,450,Mark Dohner,"267,016,429","10,041st"
BR,"Jan 22nd, 2015","
$4.8K - $76.8K ",3908,"2,195,508",Music,80,Isadora Pompeo,"95,185,029","29,893rd"
VN,"Dec 25th, 2015","
$177.5K - $2.8M ",3907,"2,196,982",Comedy,287,Phim Hài - Bình Minh Film,"1,172,772,448","1,711th"
,"Feb 25th, 2017","
$71.9K - $1.2M ",3906,"2,208,758",,793,Esha Mehra Health Time,"120,531,982","23,459th"
US,"Jul 25th, 2011","
$24.6K - $394.3K ",3905,"2,194,869",Comedy,298,TFIL,"291,921,258","9,069th"
,"Dec 18th, 2013","
$0 - $0 ",3904,"2,195,908",Games,0,Rock Music - Topic,0,"22,781,150th"
EG,"Jan 23rd, 2017","
$55K - $880.3K ",3903,"2,199,542",Howto,"1,903",برنامج هي وبس,"234,260,357","11,564th"
DE,"Nov 16th, 2011","
$78.5K - $1.3M ",3902,"2,202,506",Howto,222,Ikram Bellanova,"223,715,018","12,142nd"
US,"Jan 27th, 2017","
$156K - $2.5M ",3901,"2,199,466",People,599,HiHo Kids,"590,080,770","4,024th"
US,"Sep 2nd, 2010","
$61.3K - $980.9K ",3899,"2,199,481",Entertainment,711,OKG Cartoons,"550,630,010","4,379th"
BR,"Sep 22nd, 2013","
$5.6K - $89.8K ",3898,"2,199,837",Music,82,TATI ZAQUI,"276,134,399","9,667th"
RU,"Jul 24th, 2007","
$95.6K - $1.5M  ",3897,"2,201,906",Entertainment,"6,579",Телеканал ТНТ,"1,124,687,274","1,810th"
ES,"Sep 20th, 2016","
$87.4K - $1.4M ",3896,"2,203,863",Entertainment,284,ToonToon Juegos,"708,740,200","3,227th"
US,"Jul 11th, 2016","
$75.5K - $1.2M ",3895,"2,207,520",Howto,152,La Capital,"241,686,443","11,199th"
ID,"Jun 3rd, 2017","
$76.2K - $1.2M ",3894,"2,211,377",,689,Fakta Populer,"240,562,978","9,367th"
CA,"Dec 8th, 2011","
$9.5K - $151.6K ",3893,"2,204,883",Education,148,Learn English with Emma [engVid],"122,179,411","23,120th"
US,"Nov 1st, 2011","
$6.4K - $101.7K ",3892,"2,202,934",Music,37,Vazquez Sounds,"248,076,887","10,864th"
US,"Feb 4th, 2008","
$9.5K - $152.6K ",3891,"2,203,399",Education,"4,349",thenewboston,"424,499,104","5,906th"
TH,"Jun 4th, 2016","
$95.9K - $1.5M ",3890,"2,204,504",,275,Thibaan Channel,"1,061,203,172","1,959th"
IN,"Feb 4th, 2017","
$8.7K - $139.6K ",3889,"2,205,338",,189,MasterJi,"88,501,641","32,193rd"
US,"May 12th, 2009","
$41.9K - $669.8K ",3888,"2,203,943",Music,39,FergieVEVO,"1,174,394,111","1,708th"
US,"Sep 13th, 2006","
$558 - $8.9K ",3887,"2,204,211",Entertainment,425,Luke Bryan,"32,161,861","88,239th"
,"May 26th, 2015","
$59.4K - $949.8K  ",3886,"2,205,439",Music,79,Carbon Fiber Music,"552,475,655","4,359th"
IN,"Jun 13th, 2015","
$17.3K - $277.3K ",3885,"2,211,200",Entertainment,154,RealSHIT,"221,679,032","12,256th"
US,"Jul 10th, 2015","
$36.9K - $590.1K ",3884,"2,205,163",Comedy,"2,370",DJ Akademiks,"1,011,014,822","2,080th"
BR,"Nov 18th, 2017","
$125.6K - $2M ",3882,"2,211,321",,"1,193",Ritmo dos Fluxos By Detona Funk,"327,261,244","8,008th"
RU,"Nov 8th, 2014","
$24.6K - $393.8K ",3880,"2,209,951",People,275,"Привет, я Марк","284,943,503","9,344th"
US,"Jul 18th, 2007","
$8.8K - $140.1K ",3879,"2,208,700",Entertainment,334,WilldaBeast Adams,"484,611,762","5,075th"
KR,"Feb 21st, 2011","
$104.5K - $1.7M ",3877,"2,211,318",Entertainment,"203,105",SBS Entertainment,"1,692,862,685","1,078th"
RU,"Dec 19th, 2008","
$66.7K - $1.1M ",3876,"2,211,200",Games,"3,854",Bulkin,"684,205,492","3,366th"
AR,"Nov 30th, 2015","
$25.9K - $414.1K ",3875,"2,212,118",Comedy,115,Lyna Vlogs,"210,169,150","12,932nd"
RU,"Jan 19th, 2016","
$58.9K - $942.3K ",3874,"2,213,423",Tech,458,Удивительные Факты,"511,871,655","4,764th"
EG,"Aug 2nd, 2012","
$51.6K - $826.2K ",3872,"2,214,527",News,"101,745",VideoYoum7 | قناة اليوم السابع,"926,195,664","2,311th"
BR,"Mar 1st, 2011","
$0 - $0 ",3871,"2,214,057",Howto,596,zegraca3,"213,711,994","12,672nd"
IN,"Dec 10th, 2016","
$73.4K - $1.2M ",3869,"2,217,759",Music,257,Juke Dock,"592,158,089","4,010th"
US,"Apr 13th, 2006","
$80.1K - $1.3M ",3868,"2,215,169",Music,"3,091",Epitaph Records,"1,628,353,696","1,137th"
GB,"Dec 17th, 2007","
$2.1K - $33.4K ",3867,"2,217,698",Music,19,Rag'n'Bone Man,"70,671,169","40,496th"
,"Jul 15th, 2016","
$104.8K - $1.7M ",3866,"2,224,839",Entertainment,111,MrTop5,"230,485,023","11,799th"
IN,"Sep 21st, 2016","
$138.3K - $2.2M ",3865,"2,225,994",Film,323,Filmistaan,"701,749,820","3,275th"
CO,"Aug 1st, 2011","
 $16.8K - $269K ",3864,"2,218,501",People,152,Bianki Place,"134,692,179","20,895th"
US,"Dec 17th, 2015","
$12.9K - $206.1K ",3863,"2,217,642",Entertainment,2,Toy School,"272,210,991","9,822nd"
GB,"Feb 16th, 2015","
$72.1K - $1.2M ",3859,"2,222,244",Education,804,Real Stories,"493,030,587","4,981st"
BR,"Oct 2nd, 2011","
$19.8K - $316.1K ",3857,"2,225,036",Entertainment,309,Jully Molinna,"82,048,046","34,865th"
ID,"Mar 12th, 2016","
$53.2K - $851.3K ",3856,"2,227,414",Entertainment,585,Daftar5,"360,870,539","7,185th"
ES,"Dec 5th, 2010","
$70.6K - $1.1M ",3855,"2,225,087",Music,71,BERET,"347,662,395","7,473rd"
US,"Apr 12th, 2007","
$3.9K - $62.3K ",3854,"2,224,477",Games,"1,379",lisbug,"446,611,739","5,584th"
BR,"Nov 28th, 2014","
$111.1K - $1.8M ",3853,"2,228,398",Entertainment,328,Talking Tom and Friends Brasil,"377,012,966","6,823rd"
ES,"Oct 18th, 2006","
$39.2K - $626.8K ",3852,"2,226,568",Film,311,Fred Lammie,"420,794,009","5,971st"
,"Mar 20th, 2018","
$186.3K - $3M ",3851,"2,235,312",,"1,173",5 MINUTI CREATIVI,"411,698,189","6,143rd"
IN,"Mar 7th, 2007","
$178.5K - $2.9M ",3850,"2,230,416",Entertainment,"1,446",Dil Raju,"1,215,889,537","1,642nd"
,"Feb 22nd, 2018","
$0 - $0 ",3847,"2,229,308",,0,Pharrell Williams,0,"25,342,474th"
US,"Jul 6th, 2011","
$43.6K - $698.3K ",3846,"2,228,161",Music,18,CaliyElDandeeVEVO,"1,524,310,975","1,245th"
RU,"Nov 11th, 2013","
$29.9K - $478.3K ",3845,"2,231,066",Entertainment,438,ТилльНяшка,"275,341,065","9,697th"
ID,"Nov 10th, 2014","
$21.6K - $346.4K ",3843,"2,231,482",Music,212,Hanin Dhiya,"336,643,729","7,722nd"
IN,"Aug 22nd, 2017","
$19.9K - $318.7K ",3841,"2,233,680",,858,Online Study Point,"101,885,045","27,813th"
US,"Jun 5th, 2015","
$54.9K - $877.9K ",3840,"2,232,827",Tech,"3,500",Tech Insider,"728,617,896","3,107th"
US,"Jul 5th, 2011","
$36.6K - $585.8K ",3839,"2,231,865",People,"2,138",KidBehindACamera,"1,052,504,687","1,979th"
US,"Jan 5th, 2009","
$99.7K - $1.6M ",3838,"2,233,720",Music,159,Mac Miller,"1,383,029,406","1,412th"
,"Dec 9th, 2014","
$71.3K - $1.1M ",3837,"2,239,805",Entertainment,"2,242",AJ+ كبريت,"239,322,593","11,303rd"
BR,"Jun 6th, 2008","
$16.7K - $267.3K ",3833,"2,236,046",Games,"3,394",consolesejogosbrasil,"636,366,824","3,683rd"
ES,"Jun 26th, 2012","
$25.9K - $414.8K ",3832,"2,240,919",Sports,472,Delantero09,"268,399,870","9,990th"
IN,"Oct 29th, 2006","
$92.9K - $1.5M ",3831,"2,243,313",Music,227,Melvin Louis,"226,853,118","11,953rd"
US,"Dec 10th, 2012","
$13.8K - $220.8K ",3830,"2,236,507",Comedy,132,BroScienceLife,"347,537,679","7,467th"
US,"May 3rd, 2016","
$67K - $1.1M ",3829,"2,238,693",Entertainment,302,P 4 Pakao,"504,996,523","4,843rd"
GB,"Jan 31st, 2013","
$96.2K - $1.5M ",3828,"2,240,559",Entertainment,554,X Factor Global,"735,012,905","3,073rd"
US,"Jun 15th, 2008","
$1.3K - $21.5K ",3826,"2,237,438",Howto,"1,016",Dulce Candy,"323,036,126","8,116th"
US,"Apr 21st, 2013","
$7.8K - $125K ",3825,"2,237,911",Entertainment,"1,033",RoccoPiazzaVlogs,"566,900,833","4,243rd"
CH,"May 6th, 2009","
$9K - $143.5K ",3824,"2,238,758",Comedy,229,LE GRAND JD,"234,381,835","11,532nd"
US,"Nov 3rd, 2010","
$1.1K - $17.8K ",3823,"2,238,086",Howto,418,ThatsHeart,"164,765,711","16,776th"
US,"Sep 24th, 2007","
$54.9K - $877.7K ",3821,"2,240,953",Entertainment,"2,930",Nat Geo WILD,"693,333,576","3,319th"
US,"Jan 9th, 2016","
$20.8K - $333.2K ",3820,"2,240,259",Entertainment,74,Connor Murphy,"365,371,482","7,081st"
,"May 22nd, 2015","
$158K - $2.5M ",3818,"2,243,021",People,87,La Adictiva,"764,035,203","2,943rd"
US,"Dec 11th, 2014","
$35.4K - $566.5K ",3817,"2,242,671",Entertainment,153,ASMR Darling,"415,987,992","6,057th"
IN,"Jan 19th, 2010","
$248.3K - $4M ",3816,"2,245,347",Entertainment,"45,781",Zee Kannada,"1,354,737,796","1,445th"
RU,"Jun 2nd, 2016","
$35.9K - $574.6K ",3815,"2,243,350",Film,82,"Знакомьтесь, Боб","288,647,921","9,195th"
US,"Apr 3rd, 2009","
$38 - $615 ",3814,"2,242,525",Comedy,36,Human Emoji,"98,095,775","28,878th"
US,"Mar 5th, 2006","
$5.8K - $92.5K ",3813,"2,243,533",Music,114,Foo Fighters,"253,559,970","10,597th"
US,"Aug 7th, 2016","
$332.2K - $5.3M ",3812,"2,251,179",Entertainment,581,Weird Stuff,"719,599,780","3,166th"
US,"Jan 8th, 2016","
$256.7K - $4.1M ",3810,"2,252,818",Film,95,A-Boogie Wit Da Hoodie,"873,648,952","2,490th"
US,"Feb 4th, 2016","
$6.7K - $107.8K ",3809,"2,243,422",Education,247,Kids Learning,"1,079,141,215","1,903rd"
RU,"Feb 2nd, 2013","
$11.8K - $189K  ",3808,"2,245,294",People,34,Настя Ивлеева,"96,450,195","29,493rd"
BH,"Nov 16th, 2011","
$29.9K - $478.8K ",3807,"2,245,733",People,122,عمر فاروق Omar Farooq,"177,111,092","15,583rd"
US,"Jan 9th, 2015","
$3.4K - $54.5K ",3806,"2,244,750",Education,503,Top Trends,"370,448,342","6,980th"
US,"Oct 14th, 2006","
$10.1K - $161.6K ",3805,"2,246,355",Music,148,Five Finger Death Punch,"164,551,074","16,805th"
US,"Mar 31st, 2015","
$202.9K - $3.2M ",3804,"2,250,778",Entertainment,434,TinyLessonTime,"716,940,428","3,176th"
US,"Jul 2nd, 2013","
$370 - $5.9K ",3802,"2,246,818",Entertainment,87,Matthew Espinosa,"67,603,148","42,346th"
BR,"Oct 19th, 2012","
$21.4K - $342K ",3801,"2,248,535",Comedy,264,Batom Atrevido,"209,521,177","12,973rd"
MX,"Oct 20th, 2015","
$15.4K - $245.8K ",3800,"2,250,040",Howto,175,Dacosta'sBakery,"145,091,083","19,267th"
US,"Oct 11th, 2017","
$94.9K - $1.5M ",3799,"2,252,123",People,95,Familia Diamond,"229,645,231","11,798th"
US,"Jun 17th, 2010","
$1.6K - $25.9K ",3798,"2,248,812",Howto,721,Meghan Rienks,"209,684,443","12,944th"
MX,"Mar 4th, 2016","
$45.3K - $725.4K ",3797,"2,250,697",People,"2,379",Chicas Cosmo,"478,889,960","5,156th"
FR,"Jul 26th, 2013","
$2.4K - $37.7K ",3796,"2,249,605",Comedy,50,Les Tutos,"218,175,380","12,407th"
US,"Aug 2nd, 2007","
$0 - $0 ",3795,"2,249,608",Comedy,277,Meghan McCarthy,"151,036,478","18,460th"
ES,"Sep 29th, 2009","
$32.9K - $525.8K ",3794,"2,250,944",Entertainment,"1,440",Edd00chan & MrDsaster INC,"684,949,021","3,359th"
,"Sep 29th, 2017","
$91K - $1.5M ",3793,"2,257,659",,126,Lizzy Sharer,"329,076,779","7,946th"
RU,"Apr 19th, 2017","
$206.9K - $3.3M ",3792,"2,258,110",,242,Candy Play TV Russian,"593,530,080","3,993rd"
GB,"May 22nd, 2012","
$17.1K - $272.9K ",3791,"2,253,215",Games,466,DidYouKnowGaming?,"458,394,344","5,415th"
VN,"Oct 15th, 2013","
$54.4K - $871.1K ",3789,"2,254,595",Music,"1,540",Zing MP3,"1,423,059,589","1,356th"
IN,"Feb 25th, 2016","
$16.7K - $267.9K ",3788,"2,255,189",Howto,330,INDIANGIRLCHANNEL TRISHA,"283,858,012","9,388th"
DE,"Jan 31st, 2016","
$21.4K - $342.3K ",3787,"2,256,876",,73,Bessan Ismail - بيسان اسماعيل,"130,617,589","21,568th"
GB,"Sep 24th, 2012","
$255 - $4.1K ",3786,"2,256,452",Music,22,Bring Me The Horizon,"1,397,270","1,401,733rd"
BR,"Apr 16th, 2014","
$18.6K - $297.1K ",3785,"2,256,068",Entertainment,416,Dany Martines,"172,134,545","16,026th"
US,"Jun 13th, 2014","
$49K - $784.6K ",3783,"2,256,645",Entertainment,794,Talltanic,"597,451,119","3,952nd"
US,"Apr 7th, 2014","
$26K - $415.7K ",3782,"2,255,446",Music,67,NegoDoBorelVEVO,"717,564,950","3,172nd"
RU,"Jul 14th, 2012","
$40.9K - $654.5K ",3781,"2,255,877",Film,675,Кухня (сериал),"1,513,584,920","1,254th"
IN,"Oct 17th, 2014","
$48.1K - $770.1K ",3780,"2,257,334",Comedy,"1,760",POPxoDaily,"792,499,835","2,808th"
US,"Jan 17th, 2015","
$197K - $3.2M ",3779,"2,259,839",Film,305,Bananakids by Totoykids,"1,105,319,352","1,849th"
IN,"Dec 4th, 2012","
$16.8K - $268.1K ",3778,"2,259,314",Education,109,Learn Engineering,"173,679,207","15,906th"
DE,"Sep 15th, 2012","
$203.6K - $3.3M ",3777,"2,263,186",Film,"2,756",clips mix,"1,513,609,102","1,257th"
CA,"Mar 11th, 2011","
$3.6K - $56.8K ",3776,"2,257,191",Education,497,Cookies Cupcakes and Cardio,"530,346,375","4,570th"
GB,"Sep 16th, 2016","
$15K - $239.3K ",3775,"2,258,277",Howto,213,Simple Beauty Secrets,"214,459,057","12,638th"
US,"Jan 6th, 2006","
$90.9K - $1.5M ",3774,"2,258,945",Music,90,Aventura,"2,053,948,680",828th
TH,"Apr 8th, 2017","
$0 - $0 ",3773,"2,261,110",,686,LowGrade,"333,912,273","7,799th"
ES,"Oct 30th, 2013","
$124.6K - $2M ",3772,"2,261,792",Film,48,La Brujita Tatty - dibujos animados,"700,205,525","3,282nd"
,"Jul 13th, 2016","
$136.5K - $2.2M ",3769,"2,259,885",People,994,スカイピース,"1,167,110,837","1,729th"
BR,"May 9th, 2016","
$13.2K - $211.8K ",3768,"2,260,352",People,117,Canal Incógnita,"171,656,497","16,079th"
GB,"Dec 10th, 2012","
$344.1K - $5.5M ",3766,"2,265,967",Entertainment,"1,496",tlc uk,"1,300,711,050","1,514th"
,"Aug 2nd, 2017","
$50.4K - $806.4K ",3765,"2,261,130",,32,Meet Arnold,"224,344,121","12,062nd"
SA,"Aug 5th, 2016","
$37K - $592.4K ",3764,"2,262,716",Entertainment,"1,446",كوكب المعرفة,"462,473,763","5,356th"
IN,"Dec 13th, 2016","
$36.9K - $590K ",3761,"2,273,037",Education,128,Dear Sir,"86,795,346","32,976th"
VN,"Sep 13th, 2012","
$87.8K - $1.4M ",3760,"2,266,127",Entertainment,322,KhangProFilm,"860,899,651","2,534th"
US,"Nov 4th, 2013","
 $68.4K - $1.1M ",3759,"2,264,502",Film,"1,919",ToysReviewToys,"2,440,549,202",657th
JP,"Oct 7th, 2011","
$58.5K - $935.4K ",3756,"2,266,886",Music,70,ONE OK ROCK,"755,242,863","2,982nd"
US,"Jun 19th, 2010","
$32.8K - $524.4K ",3755,"2,265,924",Comedy,669,Jared Dines,"499,411,237","4,899th"
US,"Apr 29th, 2016","
$100.7K - $1.6M ",3753,"2,267,130",Tech,242,WowShow,"702,665,047","3,262nd"
SA,"Feb 19th, 2013","
$91.7K - $1.5M ",3752,"2,268,766",Film,"2,117",BestOfTontoDikeh,"674,674,533","3,418th"
AU,"Dec 24th, 2014","
$21.6K - $345.9K ",3751,"2,267,517",Entertainment,240,TigerTomato,"493,614,973","4,975th"
,"Apr 28th, 2013","
$193.2K - $3.1M ",3750,"2,273,196",Comedy,76,Canal Rodrigo Mota TV,"523,001,973","4,639th"
IN,"Jul 3rd, 2013","
$59.3K - $948.6K ",3749,"2,268,746",People,764,Mumbiker Nikhil,"376,329,894","6,833rd"
US,"Oct 17th, 2013","
$82.2K - $1.3M ",3748,"2,269,103",Comedy,577,BGL,"844,679,280","2,594th"
FR,"Dec 25th, 2016","
$96.5K - $1.5M ",3746,"2,288,559",,3,Soolking Officiel,"194,181,466","14,190th"
IN,"May 26th, 2016","
$88.8K - $1.4M ",3745,"2,274,269",Entertainment,72,Dancefit Live,"342,122,115","7,598th"
US,"Sep 21st, 2011","
$7.6K - $121.6K ",3744,"2,271,143",Entertainment,291,MARQUESE SCOTT,"431,272,653","5,804th"
CA,"Dec 15th, 2011","
$48.4K - $774K ",3743,"2,274,634",Entertainment,418,Chris Ramsay,"245,865,968","11,015th"
GB,"Oct 5th, 2006","
$10.8K - $173.3K ",3742,"2,271,832",Sports,"2,064",Master Wong,"245,362,423","11,003rd"
IN,"Nov 7th, 2016","
$40.1K - $641.7K ",3739,"2,274,002",Comedy,84,Angry Prash,"202,637,593","13,445th"
BR,"Aug 24th, 2006","
$39.4K - $629.7K ",3738,"2,272,896",Entertainment,"1,302",Jovem Nerd,"571,915,693","4,196th"
US,"Jan 1st, 2017","
$131.2K - $2.1M ",3737,"2,276,749",Entertainment,311,BestKidsColoring,"732,298,022","3,088th"
BR,"Jun 11th, 2015","
$20.4K - $326.7K ",3735,"2,274,607",Games,"3,149",Sr Pedro,"363,484,271","7,123rd"
IN,"Jun 9th, 2014","
$152.7K - $2.4M ",3734,"2,277,395",Music,"3,284",T-Series Telugu,"1,282,763,376","1,546th"
GB,"Nov 19th, 2012","
$21 - $343 ",3733,"2,276,028",News,76,YouTube Spotlight UK,"37,233,642","76,353rd"
SA,"Nov 6th, 2011","
$74.9K - $1.2M ",3732,"2,282,048",Games,733,oPiiLz,"322,678,704","8,132nd"
BR,"Aug 6th, 2012","
$35K - $560.2K ",3730,"2,277,195",Music,30,GabrielaRochaVEVO,"620,283,255","3,792nd"
IN,"Jan 17th, 2013","
$100.9K - $1.6M ",3729,"2,284,957",Comedy,69,Sunny Kumar Rana,"598,938,855","3,946th"
FR,"Dec 12th, 2014","
$40.9K - $654.1K ",3727,"2,281,713",Entertainment,249,Amr Maskoun | عمرو مسكون,"470,868,359","5,256th"
GB,"Sep 8th, 2010","
$135 - $2.2K ",3726,"2,279,414",Entertainment,38,Sam,"59,950,937","47,799th"
MX,"Oct 20th, 2011","
$61.3K - $980.2K ",3725,"2,281,867",Music,"5,599",TwiinsCuliacanTv,"1,680,133,286","1,095th"
US,"Aug 31st, 2012","
$0 - $0 ",3724,"2,281,602",Games,0,YouTubeShowsRU,0,"23,318,607th"
,"Aug 24th, 2016","
$18.1K - $290.3K ",3723,"2,283,214",,520,BeautyExperts,"259,901,168","10,324th"
US,"Nov 5th, 2009","
$0 - $0 ",3721,"2,282,564",Comedy,210,LAHWF,"331,872,100","7,859th"
US,"Mar 2nd, 2012","
$28.9K - $462K ",3719,"2,283,862",Entertainment,167,RDCworld1,"213,140,681","12,722nd"
US,"Dec 20th, 2006","
$304 - $4.9K ",3718,"2,284,401",Music,35,RKellyTV,"11,697,426","229,781st"
US,"Oct 7th, 2013","
$54.3K - $869.4K ",3717,"2,283,129",Music,48,ournameismagicVEVO,"1,933,791,089",910th
BR,"Nov 23rd, 2012","
$18.7K - $299K ",3716,"2,284,965",Comedy,211,Edu Primitivo,"172,761,761","15,972nd"
IN,"Jul 21st, 2016","
$35.8K - $572.5K ",3715,"2,290,137",Howto,314,That GlamGirl,"158,149,098","17,637th"
US,"Oct 1st, 2018","
$953.2K - $15.3M ",3714,"2,322,683",Education,121,ABC Kid TV - Nursery Rhymes,"547,467,413","4,427th"
US,"Oct 11th, 2016","
$54.2K - $866.8K ",3713,"2,286,012",People,78,Funny Vines,"616,901,939","3,810th"
US,"Dec 29th, 2014","
$1.1K - $17.2K ",3712,"2,284,101",Music,18,BEBEKIDS,"426,196","3,090,476th"
BR,"Dec 16th, 2014","
$42.7K - $682.5K ",3711,"2,288,725",Games,853,Papile,"305,396,745","8,637th"
US,"Aug 7th, 2010","
$12K - $192.7K ",3708,"2,286,316",Entertainment,320,skippy62able,"353,207,439","7,353rd"
ES,"Nov 13th, 2010","
$20K - $320K ",3707,"2,288,771",Education,485,Mario Luna - NetKaizen,"151,021,771","18,485th"
VN,"Sep 30th, 2011","
$151.8K - $2.4M ",3706,"2,288,307",Entertainment,173,AnAn ToysReview TV,"1,686,409,006","1,087th"
US,"Jul 8th, 2016","
$16.8K - $269.2K ",3705,"2,288,539",Howto,757,Natural Cures,"253,786,601","10,595th"
BR,"Jul 19th, 2016","
$34.7K - $555K ",3704,"2,293,882",People,145,Silver Lari,"103,765,247","27,358th"
RU,"Apr 3rd, 2013","
$27.1K - $433.6K ",3703,"2,289,307",Games,731,DontWorry :D,"287,422,188","9,234th"
US,"Jul 21st, 2016","
$38.4K - $614.1K ",3702,"2,288,748",Education,510,Fun Place,"480,389,192","5,133rd"
CA,"Nov 16th, 2016","
$284.8K - $4.6M ",3701,"2,296,965",,266,TWO SUPER SISTERS,"747,779,915","3,015th"
,"Jul 11th, 2014","
$305.4K - $4.9M ",3700,"2,294,921",News,"3,643",True Crime Daily,"1,146,263,336","1,763rd"
US,"Aug 31st, 2012","
$0 - $0 ",3699,"2,289,036",Games,0,YouTubeShowsFR,0,"23,318,600th"
JP,"Jun 27th, 2014","
$212K - $3.4M ",3698,"2,291,768",,373,World Train Toys,"503,412,066","4,854th"
TR,"Jul 7th, 2015","
$304.5K - $4.9M ",3697,"2,291,808",Film,"1,235",Toys and Fun,"1,731,436,866","1,046th"
,"Sep 8th, 2010","
$17.2K - $274.5K ",3695,"2,292,942",Music,542,Bstars Music,"524,122,717","4,625th"
,"Jul 15th, 2015","
$32.4K - $518.7K ",3693,"2,295,248",Music,10,Greeicy,"485,116,450","5,072nd"
JP,"Jun 10th, 2006","
$40.7K - $652K ",3692,"2,292,995",Entertainment,"2,802",AKB48,"1,662,601,791","1,110th"
BR,"Dec 7th, 2007","
$26.2K - $418.7K ",3691,"2,293,025",Entertainment,"3,791",omeleteve,"535,695,409","4,517th"
US,"Nov 28th, 2010","
$1.5K - $24.7K ",3690,"2,293,509",Entertainment,149,Zendaya,"88,875,482","32,040th"
,"Jan 11th, 2016","
$135.7K - $2.2M ",3687,"2,295,920",People,426,Fizzy Fun Toys,"1,617,143,074","1,148th"
BR,"Sep 15th, 2009","
$3.1K - $49.9K ",3686,"2,295,884",Entertainment,236,Priscilla Alcantara,"106,003,360","26,630th"
BR,"Jan 5th, 2012","
$17.6K - $282.4K ",3685,"2,295,685",Games,"1,590",MuuhPro,"360,782,302","7,187th"
BR,"Jan 9th, 2014","
$11.3K - $180.1K ",3684,"2,295,733",Entertainment,502,vidamitica,"179,868,425","15,308th"
US,"Aug 7th, 2012","
$7.9K - $126K ",3683,"2,296,381",People,316,Jasmine Brown,"140,611,101","19,893rd"
RU,"Jun 19th, 2013","
$11.1K - $177.5K ",3682,"2,297,474",Education,137,ТОПЛЕС,"202,951,540","13,403rd"
,"Jan 9th, 2015","
$19.2K - $307.9K ",3681,"2,298,192",Film,425,Dom Tracy,"275,767,217","9,678th"
IN,"Sep 28th, 2016","
$2.9K - $46.4K ",3680,"2,297,677",Education,200,Hindi Health Education,"15,302,792","179,022nd"
BR,"Apr 1st, 2016","
$52.8K - $844.2K ",3678,"2,299,368",Entertainment,122,Miss Gaby e Família,"669,629,017","3,455th"
AR,"Feb 8th, 2014","
$84K - $1.3M ",3677,"2,300,452",Games,"1,204",Bebe Milo,"717,900,564","3,171st"
BR,"Jan 15th, 2014","
$311 - $5K ",3675,"2,298,698",People,20,Felipe Castanhari,"29,725,177","95,243rd"
GB,"Jul 27th, 2013","
$121.4K - $1.9M ",3672,"2,302,691",Sports,989,442oons,"1,404,840,919","1,381st"
GB,"Feb 25th, 2013","
$24.4K - $390.3K ",3671,"2,301,447",Music,52,TheVampsVEVO,"628,634,691","3,732nd"
MX,"Mar 23rd, 2015","
$70.2K - $1.1M ",3670,"2,305,578",People,365,Palomitas Flow,"392,678,103","6,493rd"
AR,"Jan 21st, 2013","
$11.9K - $189.9K ",3669,"2,302,356",Games,"1,731",JugandoConNatalia,"383,177,582","6,689th"
